gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
G3BP2	-0.447765147987054	-0.371841529227994	-0.436059738383479	-0.50411360509313	-0.34568279973465	-0.53000127785763
G6PC	-0.289504004324955	-0.303036506296782	-0.353543792154168	-0.304949369334668	-0.21171311122609	-0.279193521556881
GABPB1	-0.426373151874713	-0.766497728914312	-0.698036518618762	-0.55244201893773	-0.901224224380133	-0.797032096824397
GABPB2	-0.34149328217592	-0.280806759983344	-0.364571104163148	-0.324845665238955	-0.318178217535875	-0.346891365156304
GALNT2	-0.20936448650607	-0.176698213678249	-0.159773413368951	-0.191123909397058	-0.160155021234188	-0.069111554168522
GALNT5	-0.221224901927983	-0.324698703850004	-0.247171975919775	-0.251047799437039	-0.337340946677334	-0.233444645924209
GALR3	-0.208777694786858	-0.156876926356373	-0.25739616391662	-0.176476616950091	-0.209040984345323	-0.223018176439423
GAPDH	-0.958799796316232	-0.763975588310044	-1.04400278249866	-1.16204873580403	-1.01122330400877	-1.09020859779485
GATAD2A	-0.491605355828404	-0.54014854321186	-0.43431871626599	-0.510030389812613	-0.6025366786367	-0.458757593756022
GBP3	-0.219659435013584	-0.308154569319517	-0.32773667220395	-0.185861276179519	-0.284157858086143	-0.345143743166654
GBX1	-0.20582965990327	-0.042436579823492	-0.143028305266052	-0.212598800374003	-0.0257138453756739	-0.16365755004779
GBX2	-0.167016214863457	-0.348429721756771	-0.271150902558276	-0.196818134508543	-0.22752371976105	-0.161347147520488
GCM2	-0.519002430860412	-0.288297194360154	-0.223739950207257	-0.517667895507891	-0.355848283358103	-0.164039275810835
GDF15	-0.248970421636536	-0.178383147223072	-0.138600439963514	-0.236998663569587	-0.208752540780255	-0.11410039963056
GDI1	-0.0503377715223215	-0.140880042220918	-0.127339021637378	-0.104590313951874	-0.101725689368224	-0.0632515772646144
GDI2	-0.228691462857079	-0.212471291394272	-0.173905016228851	-0.24061620517008	-0.23551873806055	-0.106988118980619
GFM1	-1.05240962433271	-0.739432426443495	-0.875033443802043	-1.08308822700744	-0.754261909386138	-0.834866046266091
GIT1	-0.136129641570772	-0.212716889702283	-0.129939454292324	-0.115485397100301	-0.202628926505695	-0.11053706480112
GIT2	-0.277926407551957	-0.257884749864081	-0.408797906093595	-0.206956160866504	-0.369224138675473	-0.259011492014236
GJA8	-0.307952992789977	-0.214175072049581	-0.368650721307209	-0.269357779795861	-0.187054941527082	-0.393366168654547
GLIS3	-0.120333233111138	-0.1247923168135	-0.159260818906789	-0.0864684797727369	-0.110019536696085	-0.120053960307019
GLT6D1	-0.201192085861945	-0.333486790949969	-0.2657759531163	-0.268449775693496	-0.413526634754531	-0.174284256168199
GMPR	-0.197046166161014	-0.364232084083629	-0.26747485122902	-0.238575408838533	-0.269637999927191	-0.181014489549717
GMPR2	-0.257895424106592	-0.276199281787553	-0.347162338918315	-0.187993661265396	-0.154640821081973	-0.332720650058608
GNB3	-0.242581279919727	-0.287968574631495	-0.205089323284942	-0.170080148502614	-0.242858485109606	-0.135961110778801
GOLPH3	-0.161236621364754	-0.229235876914992	-0.287418738859835	-0.124541166188639	-0.26610070549879	-0.305630579921493
GOLPH3L	-0.202691290221244	-0.105592727618346	-0.149770556264806	-0.202406429809418	-0.0878216407034856	-0.103676769249244
GOLT1A	-0.153944035221929	-0.235483236614627	-0.181275239326139	-0.18969006456487	-0.268692965292502	-0.135100450466519
GOLT1B	-0.00892773306960171	-0.127905149946476	-0.056383332143279	0.0150115936343812	-0.101882542424926	0.0145691224433482
GPR151	-0.211152873544391	-0.187576473217966	-0.209238813365809	-0.29153427382819	-0.232032033817888	-0.29492219352325
GPR183	-0.00846440407063437	0.0462375176399337	-0.148039824418145	-0.0306686253877866	0.0602354988947552	-0.103584134284129
GPR50	0.0143536175147475	-0.099632664865528	-0.232347891261646	-0.00884532333272759	-0.0457404858419973	-0.170543309087587
GPSM1	-0.18645537429989	-0.104014774532756	-0.164481970766693	-0.180655245689716	-0.144729782303714	-0.139067914800447
GPSM2	-0.370964176738664	-0.370673935618	-0.372987337350585	-0.40684348505315	-0.400481966054545	-0.35923690966474
GRHL2	-0.221663365767643	-0.322670105507416	-0.459887663331162	-0.240009978062311	-0.280878857216005	-0.390600497750929
GRHL3	-0.301116349857594	-0.270875736367746	-0.41132619038292	-0.264678991452628	-0.294972964140723	-0.359362416292181
GRIP1	-0.173369720938466	-0.193187030959323	-0.250234750107867	-0.197298582641353	-0.214490067359897	-0.184270037205019
GRIP2	-0.218118264130239	-0.265652520844377	-0.138368315720053	-0.238588813353466	-0.301751096733108	-0.127707535622901
GRM4	-0.134619035571624	-0.283782712597146	-0.0764930503014129	-0.135791942744634	-0.295876838936461	-0.000307081974101203
