"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"SUPT6H","Mel-202","Eye","Melanoma","-2.00743","-13.127","SIDM01357","SIDG36913","true","Broad"
"DYNLRB1","Mel-202","Eye","Melanoma","-1.99975","-12.958","SIDM01357","SIDG07192","true","Broad"
"RPS23","Mel-202","Eye","Melanoma","-1.98902","-13.093","SIDM01357","SIDG33123","true","Broad"
"CCNK","Mel-202","Eye","Melanoma","-1.98455","-12.835","SIDM01357","SIDG03861","true","Broad"
"XRCC6","Mel-202","Eye","Melanoma","-1.98335","-12.669","SIDM01357","SIDG41272","true","Broad"
"RPL27A","Mel-202","Eye","Melanoma","-1.98323","-12.801","SIDM01357","SIDG32170","true","Broad"
"EIF2S1","Mel-202","Eye","Melanoma","-1.97793","-12.626","SIDM01357","SIDG07525","true","Broad"
"RPS18","Mel-202","Eye","Melanoma","-1.97791","-14.333","SIDM01357","SIDG33054","true","Broad"
"SNRPB","Mel-202","Eye","Melanoma","-1.97634","-12.613","SIDM01357","SIDG35876","true","Broad"
"YARS1","Mel-202","Eye","Melanoma","-1.97549","-13.465","SIDM01357","SIDG41298","true","Broad"
"ERH","Mel-202","Eye","Melanoma","-1.96978","-12.716","SIDM01357","SIDG07954","true","Broad"
"SNW1","Mel-202","Eye","Melanoma","-1.96597","-12.662","SIDM01357","SIDG35956","true","Broad"
"DDX10","Mel-202","Eye","Melanoma","-1.96288","-12.543","SIDM01357","SIDG06202","true","Broad"
"CHMP4B","Mel-202","Eye","Melanoma","-1.96101","-12.491","SIDM01357","SIDG04595","","Broad"
"RPS16","Mel-202","Eye","Melanoma","-1.96084","-12.748","SIDM01357","SIDG33024","true","Broad"
"IGBP1","Mel-202","Eye","Melanoma","-1.9588","-12.845","SIDM01357","SIDG12400","true","Broad"
"NCAPG2","Mel-202","Eye","Melanoma","-1.95711","-12.591","SIDM01357","SIDG21445","true","Broad"
"TRIAP1","Mel-202","Eye","Melanoma","-1.95463","-12.477","SIDM01357","SIDG39042","true","Broad"
"NELFB","Mel-202","Eye","Melanoma","-1.95294","-12.58","SIDM01357","SIDG21711","true","Broad"
"MED11","Mel-202","Eye","Melanoma","-1.95266","-12.882","SIDM01357","SIDG17492","true","Broad"
"UTP15","Mel-202","Eye","Melanoma","-1.95231","-12.792","SIDM01357","SIDG40601","true","Broad"
"TPI1","Mel-202","Eye","Melanoma","-1.95058","-12.445","SIDM01357","SIDG38400","","Broad"
"ZPR1","Mel-202","Eye","Melanoma","-1.94845","-12.522","SIDM01357","SIDG42415","true","Broad"
"RPA1","Mel-202","Eye","Melanoma","-1.94749","-12.421","SIDM01357","SIDG31279","true","Broad"
"SBDS","Mel-202","Eye","Melanoma","-1.9459","-12.74","SIDM01357","SIDG33711","true","Broad"
"C1orf109","Mel-202","Eye","Melanoma","-1.94412","-12.725","SIDM01357","SIDG02690","true","Broad"
"MASTL","Mel-202","Eye","Melanoma","-1.94314","-12.604","SIDM01357","SIDG17337","true","Broad"
"TRAPPC3","Mel-202","Eye","Melanoma","-1.94226","-14.017","SIDM01357","SIDG38635","true","Broad"
"DDX41","Mel-202","Eye","Melanoma","-1.94165","-13.462","SIDM01357","SIDG06247","true","Broad"
"MAD2L1","Mel-202","Eye","Melanoma","-1.93954","-13.444","SIDM01357","SIDG17060","true","Broad"
"PSMA5","Mel-202","Eye","Melanoma","-1.93473","-13.95","SIDM01357","SIDG26062","true","Broad"
"ARL2","Mel-202","Eye","Melanoma","-1.93384","-12.528","SIDM01357","SIDG01462","true","Broad"
"DHFR","Mel-202","Eye","Melanoma","-1.92334","-12.555","SIDM01357","SIDG06513","","Broad"
"MTBP","Mel-202","Eye","Melanoma","-1.92195","-12.544","SIDM01357","SIDG20481","true","Broad"
"WDR75","Mel-202","Eye","Melanoma","-1.92076","-12.208","SIDM01357","SIDG41083","true","Broad"
"PSMD3","Mel-202","Eye","Melanoma","-1.92003","-12.416","SIDM01357","SIDG26113","true","Broad"
"GARS1","Mel-202","Eye","Melanoma","-1.91933","-12.522","SIDM01357","SIDG09868","true","Broad"
"GPN1","Mel-202","Eye","Melanoma","-1.91926","-12.409","SIDM01357","SIDG10488","true","Broad"
"PHB","Mel-202","Eye","Melanoma","-1.91646","-13.788","SIDM01357","SIDG24501","true","Broad"
"ANAPC4","Mel-202","Eye","Melanoma","-1.91226","-12.353","SIDM01357","SIDG00959","true","Broad"
"ARMC7","Mel-202","Eye","Melanoma","-1.90743","-13.169","SIDM01357","SIDG01521","true","Broad"
"POLR2E","Mel-202","Eye","Melanoma","-1.90503","-12.044","SIDM01357","SIDG25226","true","Broad"
"AURKA","Mel-202","Eye","Melanoma","-1.90277","-12.851","SIDM01357","SIDG01979","true","Broad"
"DDX49","Mel-202","Eye","Melanoma","-1.90249","-13.664","SIDM01357","SIDG06255","true","Broad"
"SMG1","Mel-202","Eye","Melanoma","-1.90248","-13.664","SIDM01357","SIDG35128","true","Broad"
"ZRSR2","Mel-202","Eye","Melanoma","-1.90206","-12.06","SIDM01357","SIDG42422","true","Broad"
"NAA10","Mel-202","Eye","Melanoma","-1.90144","-12.459","SIDM01357","SIDG21262","true","Broad"
"PRMT1","Mel-202","Eye","Melanoma","-1.89999","-12.827","SIDM01357","SIDG25823","true","Broad"
"INTS4","Mel-202","Eye","Melanoma","-1.89631","-12.796","SIDM01357","SIDG13139","true","Broad"
"RPS15","Mel-202","Eye","Melanoma","-1.89459","-12.11","SIDM01357","SIDG32973","true","Broad"
"CCND1","Mel-202","Eye","Melanoma","-1.8942","-12.317","SIDM01357","SIDG03838","","Broad"
"RSL24D1","Mel-202","Eye","Melanoma","-1.88923","-13.013","SIDM01357","SIDG33447","true","Broad"
"SF1","Mel-202","Eye","Melanoma","-1.88693","-12.257","SIDM01357","SIDG34246","true","Broad"
"VHL","Mel-202","Eye","Melanoma","-1.88489","-11.923","SIDM01357","SIDG40703","","Broad"
"COPA","Mel-202","Eye","Melanoma","-1.88244","-12.679","SIDM01357","SIDG05169","true","Broad"
"PRPF6","Mel-202","Eye","Melanoma","-1.88046","-12.204","SIDM01357","SIDG25867","true","Broad"
"CSE1L","Mel-202","Eye","Melanoma","-1.88004","-11.885","SIDM01357","SIDG05494","true","Broad"
"RPLP1","Mel-202","Eye","Melanoma","-1.87432","-12.236","SIDM01357","SIDG32601","true","Broad"
"DAD1","Mel-202","Eye","Melanoma","-1.87405","-13.412","SIDM01357","SIDG06028","true","Broad"
"SNAPC1","Mel-202","Eye","Melanoma","-1.87033","-13.379","SIDM01357","SIDG35243","true","Broad"
"DDX47","Mel-202","Eye","Melanoma","-1.86996","-11.764","SIDM01357","SIDG06254","true","Broad"
"SMC4","Mel-202","Eye","Melanoma","-1.8698","-13.375","SIDM01357","SIDG35108","true","Broad"
"RRS1","Mel-202","Eye","Melanoma","-1.8674","-13.353","SIDM01357","SIDG33435","true","Broad"
"POLR1B","Mel-202","Eye","Melanoma","-1.86735","-12.178","SIDM01357","SIDG25217","true","Broad"
"MRPL34","Mel-202","Eye","Melanoma","-1.86545","-11.728","SIDM01357","SIDG20061","true","Broad"
"ISCU","Mel-202","Eye","Melanoma","-1.86489","-11.852","SIDM01357","SIDG13259","true","Broad"
"DDX54","Mel-202","Eye","Melanoma","-1.86082","-11.819","SIDM01357","SIDG06262","true","Broad"
"H2BC3","Mel-202","Eye","Melanoma","-1.86011","-11.928","SIDM01357","SIDG11317","true","Broad"
"DUT","Mel-202","Eye","Melanoma","-1.85989","-11.683","SIDM01357","SIDG07087","true","Broad"
"RPL21","Mel-202","Eye","Melanoma","-1.85801","-12.473","SIDM01357","SIDG31853","true","Broad"
"POLR2I","Mel-202","Eye","Melanoma","-1.85785","-11.795","SIDM01357","SIDG25230","true","Broad"
"PRPF38B","Mel-202","Eye","Melanoma","-1.85664","-12.461","SIDM01357","SIDG25876","true","Broad"
"CDK1","Mel-202","Eye","Melanoma","-1.85622","-11.696","SIDM01357","SIDG04139","true","Broad"
"DDX59","Mel-202","Eye","Melanoma","-1.85413","-13.236","SIDM01357","SIDG06267","true","Broad"
"SOD1","Mel-202","Eye","Melanoma","-1.84924","-11.949","SIDM01357","SIDG36046","true","Broad"
"EIF3B","Mel-202","Eye","Melanoma","-1.849","-11.596","SIDM01357","SIDG07537","true","Broad"
"BRF2","Mel-202","Eye","Melanoma","-1.8478","-12.017","SIDM01357","SIDG02522","true","Broad"
"HAUS7","Mel-202","Eye","Melanoma","-1.84665","-11.705","SIDM01357","SIDG11016","true","Broad"
"EIF2B3","Mel-202","Eye","Melanoma","-1.83284","-11.814","SIDM01357","SIDG07521","true","Broad"
"PSMB5","Mel-202","Eye","Melanoma","-1.8312","-11.88","SIDM01357","SIDG26077","true","Broad"
"ELOB","Mel-202","Eye","Melanoma","-1.8304","-11.794","SIDM01357","SIDG07692","true","Broad"
"POLR2G","Mel-202","Eye","Melanoma","-1.83035","-11.447","SIDM01357","SIDG25228","true","Broad"
"CTCF","Mel-202","Eye","Melanoma","-1.83019","-11.685","SIDM01357","SIDG05645","true","Broad"
"MTG2","Mel-202","Eye","Melanoma","-1.8251","-11.532","SIDM01357","SIDG20690","","Broad"
"GINS2","Mel-202","Eye","Melanoma","-1.824","-11.635","SIDM01357","SIDG10097","true","Broad"
"EIF3D","Mel-202","Eye","Melanoma","-1.82155","-11.521","SIDM01357","SIDG07540","true","Broad"
"PRPF8","Mel-202","Eye","Melanoma","-1.82145","-11.52","SIDM01357","SIDG25868","true","Broad"
"SMC1A","Mel-202","Eye","Melanoma","-1.82007","-11.509","SIDM01357","SIDG35103","true","Broad"
"ELP5","Mel-202","Eye","Melanoma","-1.81794","-11.693","SIDM01357","SIDG07744","true","Broad"
"ACTR10","Mel-202","Eye","Melanoma","-1.81178","-11.299","SIDM01357","SIDG00340","true","Broad"
"KPNB1","Mel-202","Eye","Melanoma","-1.81137","-12.346","SIDM01357","SIDG13957","true","Broad"
"TOMM40","Mel-202","Eye","Melanoma","-1.81109","-11.293","SIDM01357","SIDG38333","true","Broad"
"EIF1","Mel-202","Eye","Melanoma","-1.81105","-11.337","SIDM01357","SIDG07494","true","Broad"
"DDX56","Mel-202","Eye","Melanoma","-1.80783","-11.411","SIDM01357","SIDG06265","true","Broad"
"RPP21","Mel-202","Eye","Melanoma","-1.80344","-11.651","SIDM01357","SIDG32638","true","Broad"
"GEMIN5","Mel-202","Eye","Melanoma","-1.80338","-12.012","SIDM01357","SIDG10008","true","Broad"
"NOP16","Mel-202","Eye","Melanoma","-1.80153","-12.77","SIDM01357","SIDG22060","true","Broad"
"FBL","Mel-202","Eye","Melanoma","-1.80119","-11.214","SIDM01357","SIDG08839","true","Broad"
"HAUS1","Mel-202","Eye","Melanoma","-1.80097","-12.765","SIDM01357","SIDG11003","true","Broad"
"TERF1","Mel-202","Eye","Melanoma","-1.79983","-11.544","SIDM01357","SIDG37463","true","Broad"
"LSM3","Mel-202","Eye","Melanoma","-1.79617","-11.174","SIDM01357","SIDG16906","true","Broad"
"MFAP1","Mel-202","Eye","Melanoma","-1.79552","-12.21","SIDM01357","SIDG17647","true","Broad"
"CPSF3","Mel-202","Eye","Melanoma","-1.79516","-11.21","SIDM01357","SIDG05353","true","Broad"
"GMPS","Mel-202","Eye","Melanoma","-1.79447","-11.205","SIDM01357","SIDG10272","","Broad"
"PPP1R12A","Mel-202","Eye","Melanoma","-1.7937","-11.28","SIDM01357","SIDG25541","true","Broad"
"MVD","Mel-202","Eye","Melanoma","-1.78852","-11.113","SIDM01357","SIDG21071","","Broad"
"TRAPPC8","Mel-202","Eye","Melanoma","-1.78605","-11.138","SIDM01357","SIDG38641","true","Broad"
"PES1","Mel-202","Eye","Melanoma","-1.78146","-12.089","SIDM01357","SIDG24354","true","Broad"
"SF3B1","Mel-202","Eye","Melanoma","-1.78123","-11.18","SIDM01357","SIDG34252","true","Broad"
"NACA","Mel-202","Eye","Melanoma","-1.78008","-11.171","SIDM01357","SIDG21285","true","Broad"
"DNAJC13","Mel-202","Eye","Melanoma","-1.77844","-11.174","SIDM01357","SIDG06758","","Broad"
"PFDN2","Mel-202","Eye","Melanoma","-1.77718","-11.148","SIDM01357","SIDG24383","true","Broad"
"RBM14","Mel-202","Eye","Melanoma","-1.7721","-11.123","SIDM01357","SIDG26822","true","Broad"
"SUPV3L1","Mel-202","Eye","Melanoma","-1.76688","-12.463","SIDM01357","SIDG36920","","Broad"
"TIMM10","Mel-202","Eye","Melanoma","-1.76605","-11.957","SIDM01357","SIDG37717","true","Broad"
"COPS6","Mel-202","Eye","Melanoma","-1.76493","-10.925","SIDM01357","SIDG05183","true","Broad"
"PMPCA","Mel-202","Eye","Melanoma","-1.76332","-11.052","SIDM01357","SIDG25098","true","Broad"
"U2SURP","Mel-202","Eye","Melanoma","-1.75373","-10.881","SIDM01357","SIDG40052","true","Broad"
"RFC3","Mel-202","Eye","Melanoma","-1.75344","-11.849","SIDM01357","SIDG27072","true","Broad"
"SCFD1","Mel-202","Eye","Melanoma","-1.75292","-11.235","SIDM01357","SIDG33801","true","Broad"
"EFTUD2","Mel-202","Eye","Melanoma","-1.7521","-10.961","SIDM01357","SIDG07446","true","Broad"
"TUBGCP4","Mel-202","Eye","Melanoma","-1.74359","-10.754","SIDM01357","SIDG39958","true","Broad"
"NOC3L","Mel-202","Eye","Melanoma","-1.74281","-10.748","SIDM01357","SIDG22027","true","Broad"
"PRELID3B","Mel-202","Eye","Melanoma","-1.74216","-10.867","SIDM01357","SIDG25734","true","Broad"
"ECD","Mel-202","Eye","Melanoma","-1.74012","-12.226","SIDM01357","SIDG07269","true","Broad"
"SART3","Mel-202","Eye","Melanoma","-1.7397","-11.732","SIDM01357","SIDG33694","true","Broad"
"PSMB2","Mel-202","Eye","Melanoma","-1.73528","-10.735","SIDM01357","SIDG26072","true","Broad"
"TFAP2A","Mel-202","Eye","Melanoma","-1.73402","-11.426","SIDM01357","SIDG37533","","Broad"
"MED30","Mel-202","Eye","Melanoma","-1.73203","-11.063","SIDM01357","SIDG17532","true","Broad"
"PSMA4","Mel-202","Eye","Melanoma","-1.72777","-11.373","SIDM01357","SIDG26061","true","Broad"
"CIAO3","Mel-202","Eye","Melanoma","-1.72619","-11.616","SIDM01357","SIDG21366","true","Broad"
"NCBP1","Mel-202","Eye","Melanoma","-1.72607","-10.614","SIDM01357","SIDG21450","true","Broad"
"GTF2B","Mel-202","Eye","Melanoma","-1.72418","-10.647","SIDM01357","SIDG10778","true","Broad"
"GGPS1","Mel-202","Eye","Melanoma","-1.72274","-10.725","SIDM01357","SIDG10046","true","Broad"
"LTO1","Mel-202","Eye","Melanoma","-1.72112","-10.575","SIDM01357","SIDG23616","true","Broad"
"RAD9A","Mel-202","Eye","Melanoma","-1.72052","-10.895","SIDM01357","SIDG26595","","Broad"
"POLR1F","Mel-202","Eye","Melanoma","-1.71629","-11.531","SIDM01357","SIDG39993","true","Broad"
"MARS2","Mel-202","Eye","Melanoma","-1.71602","-12.012","SIDM01357","SIDG17322","","Broad"
"PWP2","Mel-202","Eye","Melanoma","-1.71441","-10.569","SIDM01357","SIDG26373","true","Broad"
"POLR2F","Mel-202","Eye","Melanoma","-1.71274","-10.644","SIDM01357","SIDG25227","true","Broad"
"WDR77","Mel-202","Eye","Melanoma","-1.71233","-11.979","SIDM01357","SIDG41085","true","Broad"
"HMGCS1","Mel-202","Eye","Melanoma","-1.71004","-10.486","SIDM01357","SIDG11562","true","Broad"
"MRPL43","Mel-202","Eye","Melanoma","-1.70818","-10.519","SIDM01357","SIDG20083","","Broad"
"TIMELESS","Mel-202","Eye","Melanoma","-1.70461","-10.765","SIDM01357","SIDG37707","true","Broad"
"HSPD1","Mel-202","Eye","Melanoma","-1.70275","-10.428","SIDM01357","SIDG12098","","Broad"
"H2BC11","Mel-202","Eye","Melanoma","-1.70211","-10.745","SIDM01357","SIDG11325","true","Broad"
"TXN","Mel-202","Eye","Melanoma","-1.70141","-11.404","SIDM01357","SIDG40001","true","Broad"
"NVL","Mel-202","Eye","Melanoma","-1.69907","-10.791","SIDM01357","SIDG22511","true","Broad"
"PGK1","Mel-202","Eye","Melanoma","-1.69838","-10.442","SIDM01357","SIDG24465","true","Broad"
"PSMD2","Mel-202","Eye","Melanoma","-1.69782","-10.709","SIDM01357","SIDG26111","true","Broad"
"PSMA2","Mel-202","Eye","Melanoma","-1.69435","-11.343","SIDM01357","SIDG26054","true","Broad"
"U2AF2","Mel-202","Eye","Melanoma","-1.69326","-11.81","SIDM01357","SIDG40051","true","Broad"
"GTF2A2","Mel-202","Eye","Melanoma","-1.69231","-10.735","SIDM01357","SIDG10777","true","Broad"
"RPL8","Mel-202","Eye","Melanoma","-1.69224","-10.664","SIDM01357","SIDG31548","true","Broad"
"SNRNP70","Mel-202","Eye","Melanoma","-1.69204","-10.477","SIDM01357","SIDG35872","true","Broad"
"MCM6","Mel-202","Eye","Melanoma","-1.69199","-10.561","SIDM01357","SIDG17425","true","Broad"
"SNAP23","Mel-202","Eye","Melanoma","-1.69161","-10.474","SIDM01357","SIDG35235","","Broad"
"KRT8","Mel-202","Eye","Melanoma","-1.68909","-10.638","SIDM01357","SIDG13984","","Broad"
"GNL3L","Mel-202","Eye","Melanoma","-1.68883","-10.706","SIDM01357","SIDG10326","true","Broad"
"UBE2I","Mel-202","Eye","Melanoma","-1.68809","-10.433","SIDM01357","SIDG40126","true","Broad"
"KIF18A","Mel-202","Eye","Melanoma","-1.68548","-10.339","SIDM01357","SIDG13749","true","Broad"
"ELOC","Mel-202","Eye","Melanoma","-1.68412","-10.597","SIDM01357","SIDG07697","true","Broad"
"RPL9","Mel-202","Eye","Melanoma","-1.68054","-10.25","SIDM01357","SIDG31554","true","Broad"
"AARS2","Mel-202","Eye","Melanoma","-1.67777","-11.201","SIDM01357","SIDG00037","","Broad"
"UBTF","Mel-202","Eye","Melanoma","-1.67577","-10.599","SIDM01357","SIDG40233","true","Broad"
"ACTR1A","Mel-202","Eye","Melanoma","-1.67476","-10.338","SIDM01357","SIDG00321","","Broad"
"EIF3A","Mel-202","Eye","Melanoma","-1.6715","-10.494","SIDM01357","SIDG07536","true","Broad"
"SUPT5H","Mel-202","Eye","Melanoma","-1.67103","-10.894","SIDM01357","SIDG36912","true","Broad"
"CPSF2","Mel-202","Eye","Melanoma","-1.66595","-10.851","SIDM01357","SIDG05352","true","Broad"
"UBA52","Mel-202","Eye","Melanoma","-1.66493","-10.259","SIDM01357","SIDG40063","true","Broad"
"LSM5","Mel-202","Eye","Melanoma","-1.66412","-10.241","SIDM01357","SIDG16913","true","Broad"
"MSTO1","Mel-202","Eye","Melanoma","-1.66238","-11.537","SIDM01357","SIDG20374","","Broad"
"SRP19","Mel-202","Eye","Melanoma","-1.66062","-10.405","SIDM01357","SIDG36452","true","Broad"
"KIN","Mel-202","Eye","Melanoma","-1.66016","-10.088","SIDM01357","SIDG13771","true","Broad"
"NOB1","Mel-202","Eye","Melanoma","-1.65884","-11.505","SIDM01357","SIDG22022","true","Broad"
"KARS1","Mel-202","Eye","Melanoma","-1.65833","-10.455","SIDM01357","SIDG13437","true","Broad"
"HSPA8","Mel-202","Eye","Melanoma","-1.65476","-11.469","SIDM01357","SIDG12055","true","Broad"
"GPN2","Mel-202","Eye","Melanoma","-1.65192","-10.154","SIDM01357","SIDG10489","true","Broad"
"MTREX","Mel-202","Eye","Melanoma","-1.65042","-10.061","SIDM01357","SIDG20997","true","Broad"
"THOC5","Mel-202","Eye","Melanoma","-1.64734","-10.694","SIDM01357","SIDG37654","true","Broad"
"PELO","Mel-202","Eye","Melanoma","-1.64521","-10.279","SIDM01357","SIDG24341","","Broad"
"PRIM1","Mel-202","Eye","Melanoma","-1.64404","-10.912","SIDM01357","SIDG25764","true","Broad"
"SNRNP27","Mel-202","Eye","Melanoma","-1.64268","-10.069","SIDM01357","SIDG35868","true","Broad"
"TOP1","Mel-202","Eye","Melanoma","-1.6417","-11.353","SIDM01357","SIDG38338","true","Broad"
"HNRNPC","Mel-202","Eye","Melanoma","-1.63974","-10.234","SIDM01357","SIDG11778","true","Broad"
"NOL10","Mel-202","Eye","Melanoma","-1.63622","-10.6","SIDM01357","SIDG22044","true","Broad"
"ATP6AP2","Mel-202","Eye","Melanoma","-1.63357","-10.086","SIDM01357","SIDG01874","true","Broad"
"BRIX1","Mel-202","Eye","Melanoma","-1.63351","-10.577","SIDM01357","SIDG02534","true","Broad"
"MPHOSPH10","Mel-202","Eye","Melanoma","-1.63327","-9.993","SIDM01357","SIDG19950","true","Broad"
"CCT8","Mel-202","Eye","Melanoma","-1.63238","-10.812","SIDM01357","SIDG03917","true","Broad"
"EIF5A","Mel-202","Eye","Melanoma","-1.63202","-9.863","SIDM01357","SIDG07625","true","Broad"
"NAPA","Mel-202","Eye","Melanoma","-1.62717","-10.131","SIDM01357","SIDG21353","true","Broad"
"YJU2","Mel-202","Eye","Melanoma","-1.6268","-9.951","SIDM01357","SIDG41332","true","Broad"
"POP5","Mel-202","Eye","Melanoma","-1.62342","-10.492","SIDM01357","SIDG25287","true","Broad"
"USP7","Mel-202","Eye","Melanoma","-1.62183","-10.154","SIDM01357","SIDG40463","","Broad"
"RPP30","Mel-202","Eye","Melanoma","-1.62147","-10.475","SIDM01357","SIDG32641","true","Broad"
"RCC1","Mel-202","Eye","Melanoma","-1.62089","-10.146","SIDM01357","SIDG26956","true","Broad"
"LSM6","Mel-202","Eye","Melanoma","-1.62037","-10.076","SIDM01357","SIDG16914","true","Broad"
"EIF2B2","Mel-202","Eye","Melanoma","-1.61901","-11.152","SIDM01357","SIDG07520","true","Broad"
"ZNF207","Mel-202","Eye","Melanoma","-1.61697","-10.048","SIDM01357","SIDG41847","true","Broad"
"WDR33","Mel-202","Eye","Melanoma","-1.61048","-9.743","SIDM01357","SIDG41052","true","Broad"
"CDK9","Mel-202","Eye","Melanoma","-1.60999","-9.807","SIDM01357","SIDG04162","true","Broad"
"DYNC1H1","Mel-202","Eye","Melanoma","-1.60969","-9.804","SIDM01357","SIDG07175","true","Broad"
"DKC1","Mel-202","Eye","Melanoma","-1.60928","-10.051","SIDM01357","SIDG06603","true","Broad"
"PYROXD1","Mel-202","Eye","Melanoma","-1.60722","-9.665","SIDM01357","SIDG26428","","Broad"
"IPO9","Mel-202","Eye","Melanoma","-1.60662","-9.866","SIDM01357","SIDG13173","","Broad"
"WDR12","Mel-202","Eye","Melanoma","-1.60471","-9.764","SIDM01357","SIDG41041","true","Broad"
"MRPL21","Mel-202","Eye","Melanoma","-1.60403","-10.328","SIDM01357","SIDG20047","","Broad"
"DARS1","Mel-202","Eye","Melanoma","-1.60324","-9.839","SIDM01357","SIDG06052","true","Broad"
"NSL1","Mel-202","Eye","Melanoma","-1.60109","-9.616","SIDM01357","SIDG22328","true","Broad"
"PRELID1","Mel-202","Eye","Melanoma","-1.60077","-10.541","SIDM01357","SIDG25726","true","Broad"
"COX5A","Mel-202","Eye","Melanoma","-1.59974","-9.658","SIDM01357","SIDG05227","","Broad"
"PSMA6","Mel-202","Eye","Melanoma","-1.59862","-9.963","SIDM01357","SIDG26063","true","Broad"
"EIF5","Mel-202","Eye","Melanoma","-1.59847","-10.281","SIDM01357","SIDG07624","true","Broad"
"PGD","Mel-202","Eye","Melanoma","-1.59786","-9.59","SIDM01357","SIDG24457","","Broad"
"RPL35","Mel-202","Eye","Melanoma","-1.59608","-9.576","SIDM01357","SIDG32384","true","Broad"
"ANAPC1","Mel-202","Eye","Melanoma","-1.59369","-9.557","SIDM01357","SIDG00956","true","Broad"
"PLK4","Mel-202","Eye","Melanoma","-1.5932","-10.476","SIDM01357","SIDG25032","true","Broad"
"CHERP","Mel-202","Eye","Melanoma","-1.59057","-9.832","SIDM01357","SIDG04562","true","Broad"
"CHAF1A","Mel-202","Eye","Melanoma","-1.58735","-9.633","SIDM01357","SIDG04511","true","Broad"
"WDR70","Mel-202","Eye","Melanoma","-1.58103","-9.456","SIDM01357","SIDG41079","true","Broad"
"RPS9","Mel-202","Eye","Melanoma","-1.58065","-10.369","SIDM01357","SIDG32875","true","Broad"
"RPS21","Mel-202","Eye","Melanoma","-1.57891","-9.565","SIDM01357","SIDG33114","true","Broad"
"WDR1","Mel-202","Eye","Melanoma","-1.57769","-9.631","SIDM01357","SIDG41031","","Broad"
"SSRP1","Mel-202","Eye","Melanoma","-1.57639","-9.418","SIDM01357","SIDG36531","true","Broad"
